,itc_id,rand_index,IoU
0,0.0,0.38450967210116094,0.36094986807387863
1,1.0,0.9887201938365414,0.8211719802424786
2,2.0,0.52415255897629,0.01951951951951952
3,3.0,0.785629059376787,0.5112960760998811
4,4.0,0.5218223421234763,0.0
5,5.0,0.9082626093601017,0.6121739130434782
6,6.0,0.24607228871752976,0.21761658031088082
7,7.0,0.3049275971087168,0.21359223300970873
8,8.0,0.49470500267287404,0.2495697074010327
9,9.0,0.6971971749655754,0.23728813559322035
10,10.0,0.0,0.0
11,11.0,0.8978896163062176,0.6051660516605166
12,12.0,0.8194624769664339,0.5684754521963824
13,13.0,0.9275263839680662,0.7268666241225271
14,14.0,0.0,0.4289049731496615
15,0.0,0.4982400726538776,0.28150134048257375
16,1.0,0.4450783538827438,0.18886861313868614
17,2.0,0.5696115662091976,0.26
18,3.0,0.39550363482576595,0.31584062196307094
19,0.0,0.5672935525987436,0.3362099538952595
20,1.0,0.8430790969974071,0.58765309909687
21,2.0,0.7296168143504,0.5636248815914114
22,3.0,0.38092059031446895,0.03993399339933994
23,4.0,0.6448181230910371,0.4148148148148148
24,5.0,0.0,0.0
25,6.0,0.936441863940515,0.6634081902245706
26,7.0,0.927121947991362,0.5967098703888335
27,8.0,0.6902059502046163,0.4575892857142857
28,9.0,0.0,0.0
29,10.0,0.17276762529028833,0.23344522429050962
30,11.0,0.9547420859539258,0.704443194600675
31,12.0,0.9458815849194497,0.7127096871694121
32,0.0,0.2201659958189023,0.19138755980861244
33,1.0,0.5081724263128362,0.07667731629392971
34,2.0,0.0,0.0
35,3.0,0.13793109716307028,0.24607329842931938
36,4.0,0.7732924046294813,0.47673649393605294
37,5.0,0.7800817089780344,0.48401486988847586
38,6.0,0.0052161806181363745,0.5273972602739726
39,7.0,0.9642863556890151,0.7354224514081713
40,8.0,0.877908699347733,0.2591093117408907
41,9.0,0.9087313057088914,0.6302414231257941
42,10.0,0.007171823467754023,0.2736842105263158
43,11.0,0.0,0.0
44,0.0,0.0,0.0
45,1.0,0.0,0.0
46,2.0,0.525243483718249,0.34295764326542577
47,3.0,0.716613979356339,0.017558022199798184
48,4.0,0.7421155372794539,0.4683597351437432
49,5.0,0.0,0.0
50,6.0,0.47830287416472106,0.313588850174216
51,7.0,0.0,0.3340471092077088
52,8.0,0.562681497859433,0.0
53,9.0,0.0,0.0
54,10.0,0.0,0.039285714285714285
55,11.0,0.9311053835283446,0.6274509803921569
56,12.0,0.0,0.0
57,13.0,0.0,0.0
58,14.0,0.0,0.0
59,15.0,0.0,0.0
60,16.0,0.7671398492916677,0.5273264401772526
61,17.0,0.0,0.0
62,18.0,0.7373439187126705,0.5263157894736842
63,19.0,0.7704323150580105,0.56865127582017
64,20.0,0.0,0.446721044045677
65,21.0,0.6242439746960797,0.4631539934523442
66,22.0,0.0,0.0
67,0.0,0.6483089370318906,0.46030042918454933
68,1.0,0.0,0.0
69,2.0,0.0,0.0
70,3.0,0.7895223704537104,0.5024630541871922
71,4.0,0.06926575523980912,0.09775524981897175
72,5.0,0.966766057833905,0.7691082802547771
73,6.0,0.06913276368865622,0.061114842175957015
74,7.0,0.7572857867616721,0.5733788395904437
75,8.0,0.7815692469720906,0.0
76,9.0,0.0,0.0963855421686747
77,10.0,0.9471488906717892,0.666024405908799
78,11.0,0.5187911606386415,0.34269258459323254
79,12.0,0.505041114146501,0.21971830985915494
80,13.0,0.0,0.0
81,14.0,0.0,0.0
82,15.0,0.0,0.0
83,0.0,0.0,0.0
84,1.0,0.7197480842068176,0.507218479307026
85,2.0,0.5654850266845909,0.33483580167417903
86,3.0,0.9371413014562109,0.6193548387096774
87,4.0,0.0,0.26031806134040136
88,5.0,0.0,0.006596306068601583
89,6.0,0.8196579547221994,0.5105301379811183
90,7.0,0.0,0.0
91,8.0,0.7693675089204092,0.4751503640392529
92,9.0,0.8434047928997878,0.5158269338827496
93,10.0,0.662001982924543,0.4166666666666667
94,11.0,0.09336436201842588,0.09919766593727207
95,12.0,0.0,0.0
96,13.0,0.0,0.0
97,14.0,0.3681878385829681,0.0
98,0.0,0.0,0.0
99,1.0,0.6549964864598034,0.32201405152224827
100,2.0,0.0,0.0
101,3.0,0.4809844314116282,0.0
102,4.0,0.0,0.0
103,5.0,0.7197927088376161,0.1682600382409178
104,6.0,0.7439823395150829,0.4911504424778761
105,7.0,0.15523726279786734,0.31954887218045114
106,8.0,0.0,0.0
107,9.0,0.8046794827030584,0.5651080550098232
108,10.0,0.8881569932422054,0.5694781063176604
109,11.0,0.8948602957285393,0.5870307167235495
110,12.0,0.8360521444955145,0.5563093622795116
111,13.0,0.0,0.0
112,14.0,0.0,0.0
113,15.0,0.0,0.0
114,16.0,0.0,0.0
115,17.0,0.8799927388881309,0.5900774102744546
116,18.0,0.0,0.0
117,19.0,0.0,0.42006012571740914
118,20.0,0.0,0.0
119,21.0,0.7321296758761813,0.48372093023255813
120,22.0,0.7586634633953018,0.4692737430167598
121,23.0,0.0,0.0
122,0.0,0.1170133973669571,0.05795314426633785
123,1.0,0.793799990156657,0.49173553719008267
124,2.0,0.9006818866945555,0.611764705882353
125,3.0,0.7018499107733527,0.3348866107486797
126,4.0,0.0,0.4005270092226614
127,5.0,0.5210842715050825,0.0076045627376425855
128,6.0,0.7013200390152233,0.44440393729493255
129,7.0,0.735658327403449,0.4051269163106308
130,8.0,0.4741930995746614,0.44821731748726656
131,9.0,0.8654452784179962,0.6375571445317079
132,10.0,0.0,0.0
133,11.0,0.3347346788828643,0.0
