,itc_id,rand_index,IoU
0,0.0,0.0,0.0
1,1.0,0.35065999440764417,0.0851063829787234
2,2.0,0.0,0.0
3,3.0,0.05780794912051283,0.31048387096774194
4,4.0,0.963499665412912,0.7778010033444817
5,5.0,0.0,0.0
6,6.0,0.40869176960857273,0.0
7,7.0,0.7557683600412369,0.35702075702075703
8,8.0,0.9793075701702,0.7702213279678068
9,9.0,0.0,0.0
10,10.0,0.0,0.0
11,11.0,0.0,0.0
12,12.0,0.0,0.0
13,13.0,0.0,0.0
14,14.0,0.5100429069558067,0.48848684210526316
15,0,0.0,0.0
16,1,0.0,0.0
17,2,0.0,0.0
18,3,0.009215771872703771,0.012578616352201259
19,4,0.0,0.0
20,5,0.0,0.0
21,6,0.0,0.0
22,7,0.0,0.0
23,8,0.0,0.0
24,9,0.0,0.0
25,10,0.0,0.0
26,11,0.0,0.0
27,12,0.0,0.0
28,13,0.0,0.0
29,14,0.4783933876642661,0.40625
30,15,0.8388822696230684,0.6800117750956727
31,16,0.0,0.0
32,17,0.0,0.0
33,18,0.0,0.0
34,19,0.0,0.0
35,20,0.0,0.0
36,21,0.4248123770598132,0.47117516629711753
37,22,0.0,0.0
38,23,0.0,0.0
39,0,0.8475368966172787,0.5769230769230769
40,1,0.12963410787696983,0.0
41,2,0.25008372336253104,0.07692307692307693
42,3,0.27661068565923536,0.12307692307692308
43,4,0.42127302178653936,0.45
44,5,0.0,0.0
45,6,0.0,0.0
46,7,0.0,0.0
47,8,0.014025601485738034,0.11061040557148709
48,9,0.0,0.0
49,10,0.007748637165052331,0.05294916276964851
50,11,0.0,0.0
51,0,0.6697991891703863,0.43137254901960786
52,1,0.8566940077912417,0.6318681318681318
53,2,0.0,0.0
54,3,0.0,0.0
55,4,0.0,0.0
56,5,0.0,0.0
57,6,0.276946212184055,0.15625
58,7,0.36272878136367054,0.3083087304934627
59,8,0.9259262611087984,0.6357615894039735
60,9,0.0,0.0
61,10,0.0,0.0
62,11,0.0,0.0
63,12,0.0,0.0
64,13,0.0,0.0
65,14,0.0,0.0
66,15,0.0,0.0
67,16,0.0,0.0
68,17,0.0,0.0
69,18,0.0,0.0
70,19,0.21788042062823648,0.3297644539614561
71,20,0.0,0.0
72,21,0.0,0.0
73,22,0.0,0.0
74,0,0.978846216383207,0.718562874251497
75,1,0.0,0.0
76,2,0.6849729976855159,0.5806111696522656
77,3,0.0,0.0
78,4,0.0,0.0
79,5,0.5075534860705074,0.30931923331130207
80,6,0.0,0.0
81,7,0.0,0.1454898157129001
82,8,0.0,0.0
83,9,0.0,0.0
84,10,0.2889589387690031,0.0
85,11,0.6810116372050055,0.47710590702551553
86,12,0.0,0.0
87,13,0.0,0.0
88,14,0.0,0.0
89,15,0.9962841664731337,0.8823529411764706
90,0,0.0,0.0
91,1,0.0021146474244595386,0.04996096799375488
92,2,0.0,0.0
93,3,0.0016847506573946754,0.04344930913933744
94,0,0.9753386214177322,0.7244201909959073
95,1,0.0,0.0
96,2,0.30453005104915254,0.0
97,3,0.0,0.14426513592548468
98,4,0.0,0.377008652657602
99,5,0.17848043642664668,0.0
100,6,0.5545431114958645,0.34140969162995594
101,7,0.9171017982477473,0.683371298405467
102,8,0.9164004259850905,0.6612641815235009
103,9,0.0,0.0
104,10,0.0,0.0
105,11,0.0,0.0
106,12,0.9257750656736153,0.6544622425629291
